step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
995,1.01098,0.66667,,
996,0.88612,0.68889,,
997,0.8403,0.71111,,
998,0.75768,0.74444,,
999,0.85679,0.65556,,
1000,0.91184,0.67778,0.87719,0.68889
1001,0.74442,0.7,,
1002,1.023,0.61111,,
1003,0.85953,0.74444,,
1004,0.7901,0.72222,,
1005,0.79117,0.71111,,
1006,0.79663,0.68889,,
1007,0.82153,0.7,,
1008,0.76061,0.72222,,
1009,0.838,0.68889,,
1010,0.72283,0.82222,,
1011,0.95577,0.64444,,
1012,0.84311,0.67778,,
1013,0.84544,0.71111,,
1014,0.71998,0.72222,,
1015,0.78318,0.72222,,
1016,0.90725,0.66667,,
1017,0.76507,0.71111,,
1018,0.87931,0.71111,,
1019,0.91607,0.7,,
1020,0.85296,0.68889,,
1021,0.71968,0.74444,,
1022,0.86107,0.68889,,
1023,0.88198,0.7,,
1024,0.80335,0.75556,,
1025,1.00326,0.62222,,
1026,0.69165,0.74444,,
1027,0.78758,0.72222,,
1028,0.8184,0.73333,,
1029,0.90698,0.68889,,
1030,0.83549,0.68889,,
1031,0.84165,0.64444,,
1032,0.79665,0.72222,,
1033,0.72011,0.75556,,
1034,0.91537,0.67778,,
1035,0.86078,0.67778,,
1036,0.92122,0.66667,,
1037,0.8778,0.67778,,
1038,0.77023,0.73333,,
1039,0.81328,0.74444,,
1040,0.76685,0.72222,,
1041,0.84342,0.67778,,
1042,0.73397,0.76667,,
1043,0.71979,0.75556,,
1044,0.81327,0.71111,,
1045,0.91065,0.66667,,
1046,0.82697,0.7,,
1047,0.85703,0.71111,,
1048,0.97196,0.63333,,
1049,0.76837,0.71111,,
1050,0.66339,0.78889,,
1051,0.71969,0.73333,,
1052,0.62577,0.77778,,
1053,0.87545,0.65556,,
1054,0.92206,0.65556,,
1055,0.67026,0.75556,,
1056,0.77161,0.7,,
1057,0.92279,0.62222,,
1058,0.71412,0.72222,,
1059,0.9116,0.64444,,
1060,0.71522,0.74444,,
1061,0.85519,0.71111,,
1062,0.5767,0.81111,,
1063,0.91074,0.67778,,
1064,1.08745,0.58889,,
1065,0.79159,0.7,,
1066,1.03284,0.63333,,
1067,0.81703,0.65556,,
1068,0.70552,0.71111,,
1069,0.83664,0.71111,,
1070,0.97656,0.67778,,
1071,0.70996,0.76667,,
1072,0.70198,0.76667,,
1073,0.77695,0.73333,,
1074,0.94799,0.65556,,
1075,0.76259,0.72222,,
1076,0.73439,0.74444,,
1077,0.69682,0.78889,,
1078,0.74935,0.78889,,
1079,0.88816,0.65556,,
1080,0.78995,0.75556,,
1081,0.76712,0.72222,,
1082,0.75936,0.73333,,
1083,0.82735,0.72222,,
1084,0.67265,0.77778,,
1085,0.72813,0.73333,,
1086,0.9649,0.63333,,
1087,0.8087,0.65556,,
1088,0.78994,0.68889,,
1089,0.73835,0.76667,,
1090,0.64011,0.81111,,
1091,0.69329,0.76667,,
1092,0.88311,0.65556,,
1093,0.81669,0.7,,
1094,0.8149,0.7,,
1095,0.83724,0.72222,,
1096,0.9502,0.67778,,
1097,0.88715,0.7,,
1098,0.82501,0.72222,,
1099,0.82464,0.72222,,
1100,0.97657,0.68889,0.82811,0.7
1101,0.79177,0.68889,,
1102,0.65629,0.77778,,
1103,0.82263,0.71111,,
1104,0.8156,0.72222,,
1105,0.78436,0.72222,,
1106,0.90945,0.63333,,
1107,0.72709,0.72222,,
1108,0.89815,0.68889,,
1109,0.75163,0.72222,,
1110,0.93695,0.67778,,
1111,0.91414,0.65556,,
1112,0.99401,0.64444,,
1113,0.7362,0.75556,,
1114,0.78078,0.73333,,
1115,0.84548,0.68889,,
1116,0.81369,0.72222,,
1117,0.84034,0.66667,,
1118,0.64842,0.78889,,
1119,0.81027,0.67778,,
1120,0.76786,0.7,,
1121,0.65035,0.78889,,
1122,1.06379,0.62222,,
1123,0.53301,0.8,,
1124,0.86979,0.71111,,
1125,0.75291,0.72222,,
1126,0.74479,0.77778,,
1127,0.65546,0.78889,,
1128,0.73137,0.73333,,
1129,0.76403,0.76667,,
1130,0.78558,0.67778,,
1131,1.07914,0.63333,,
1132,0.86102,0.7,,
1133,0.73923,0.7,,
1134,0.73358,0.71111,,
1135,0.97567,0.65556,,
1136,0.76249,0.73333,,
1137,0.75024,0.7,,
1138,0.80376,0.7,,
1139,0.73712,0.73333,,
1140,0.82144,0.67778,,
1141,0.87514,0.65556,,
1142,0.72265,0.74444,,
1143,0.85693,0.67778,,
1144,0.67522,0.8,,
1145,0.81351,0.7,,
1146,0.72778,0.74444,,
1147,0.74584,0.72222,,
1148,0.79883,0.7,,
1149,0.73488,0.73333,,
1150,0.69606,0.71111,,
1151,0.75114,0.72222,,
1152,0.71614,0.71111,,
1153,0.71413,0.71111,,
1154,0.85235,0.72222,,
1155,0.81939,0.71111,,
1156,0.75136,0.71111,,
1157,0.83613,0.72222,,
1158,0.66548,0.76667,,
1159,0.92643,0.65556,,
1160,0.88494,0.67778,,
1161,0.85604,0.68889,,
1162,0.82281,0.74444,,
1163,0.70769,0.74444,,
1164,0.96216,0.63333,,
1165,0.71724,0.72222,,
1166,0.69456,0.76667,,
1167,0.99844,0.65556,,
1168,0.74106,0.72222,,
1169,0.72791,0.77778,,
1170,0.69832,0.71111,,
1171,0.8669,0.7,,
1172,0.83912,0.7,,
1173,0.79173,0.73333,,
1174,0.76356,0.74444,,
1175,0.60629,0.78889,,
1176,0.93091,0.66667,,
1177,0.98353,0.66667,,
1178,0.95602,0.63333,,
1179,0.90247,0.64444,,
1180,0.91133,0.67778,,
1181,0.78355,0.7,,
1182,0.72311,0.72222,,
1183,0.87477,0.68889,,
1184,0.75106,0.71111,,
1185,0.67733,0.75556,,
1186,0.68636,0.76667,,
1187,0.93744,0.63333,,
1188,0.68856,0.72222,,
1189,0.75411,0.72222,,
1190,0.78722,0.72222,,
1191,0.79771,0.73333,,
1192,0.78989,0.73333,,
1193,0.78945,0.72222,,
1194,0.78342,0.7,,
1195,0.71086,0.73333,,
1196,0.96933,0.63333,,
1197,0.80367,0.76667,,
1198,0.76153,0.74444,,
1199,0.76848,0.71111,,
1200,0.77001,0.7,0.76221,0.73333
1201,0.75278,0.74444,,
1202,0.88198,0.64444,,
1203,0.78988,0.71111,,
1204,0.79521,0.7,,
1205,0.63821,0.77778,,
1206,0.6993,0.75556,,
1207,0.96315,0.61111,,
1208,1.0106,0.64444,,
1209,0.91074,0.7,,
1210,0.78111,0.78889,,
1211,0.70825,0.73333,,
1212,0.83795,0.67778,,
1213,0.86216,0.68889,,
1214,0.86707,0.63333,,
1215,0.81578,0.72222,,
1216,0.92202,0.63333,,
1217,0.90556,0.67778,,
1218,0.79727,0.72222,,
1219,0.80607,0.72222,,
1220,0.79861,0.74444,,
1221,0.70253,0.77778,,
1222,0.68484,0.76667,,
1223,0.68453,0.78889,,
1224,0.93247,0.63333,,
1225,0.80359,0.72222,,
1226,0.62361,0.77778,,
1227,0.88533,0.67778,,
1228,0.84467,0.67778,,
1229,0.6364,0.75556,,
1230,0.64979,0.78889,,
1231,0.89064,0.67778,,
1232,0.64422,0.82222,,
1233,0.71731,0.74444,,
1234,0.72006,0.75556,,
1235,0.84119,0.65556,,
1236,1.01522,0.63333,,
1237,1.02442,0.63333,,
1238,0.78978,0.72222,,
1239,0.81554,0.68889,,
1240,0.87708,0.68889,,
1241,0.77479,0.65556,,
1242,0.96691,0.71111,,
1243,0.79334,0.74444,,
1244,0.87374,0.66667,,
1245,0.8014,0.73333,,
1246,0.91524,0.65556,,
1247,0.71877,0.73333,,
1248,0.82976,0.73333,,
1249,0.70325,0.8,,
1250,0.81815,0.73333,,
1251,0.72798,0.73333,,
1252,0.70822,0.76667,,
1253,0.78231,0.7,,
1254,0.80013,0.66667,,
1255,0.80752,0.66667,,
1256,0.94948,0.6,,
1257,0.67237,0.81111,,
1258,0.6954,0.76667,,
1259,0.8634,0.65556,,
1260,0.86661,0.66667,,
1261,0.84353,0.66667,,
1262,0.78879,0.72222,,
1263,0.73318,0.74444,,
1264,0.82104,0.73333,,
1265,0.81346,0.71111,,
1266,0.84528,0.71111,,
1267,0.9083,0.65556,,
1268,0.87961,0.71111,,
1269,0.99182,0.64444,,
1270,0.74901,0.73333,,
1271,1.05907,0.58889,,
1272,0.84975,0.73333,,
1273,0.79324,0.7,,
1274,0.82745,0.71111,,
1275,0.74973,0.75556,,
1276,0.91923,0.68889,,
1277,0.80162,0.72222,,
1278,0.64158,0.84444,,
1279,0.91124,0.7,,
1280,0.75487,0.75556,,
1281,0.6336,0.77778,,
1282,0.88267,0.66667,,
1283,1.06356,0.57778,,
1284,0.79539,0.7,,
1285,0.67903,0.71111,,
1286,0.56678,0.8,,
1287,0.79877,0.71111,,
1288,0.58382,0.78889,,
1289,0.70515,0.72222,,
1290,0.83727,0.7,,
1291,0.8984,0.66667,,
1292,0.69599,0.75556,,
1293,0.63808,0.75556,,
1294,0.68273,0.77778,,
1295,0.81454,0.67778,,
1296,0.84688,0.67778,,
1297,0.81895,0.7,,
1298,0.9485,0.64444,,
1299,0.83178,0.7,,
1300,0.76455,0.72222,0.83844,0.65556
1301,0.72841,0.71111,,
1302,0.9288,0.65556,,
1303,0.72421,0.72222,,
1304,0.7245,0.74444,,
1305,0.64987,0.75556,,
1306,0.75447,0.7,,
1307,0.87029,0.65556,,
1308,0.85275,0.66667,,
1309,0.76338,0.73333,,
1310,0.75455,0.74444,,
1311,0.75181,0.71111,,
1312,0.7559,0.75556,,
1313,0.79676,0.73333,,
1314,0.81994,0.7,,
1315,0.94895,0.61111,,
1316,0.77242,0.72222,,
1317,0.81136,0.68889,,
1318,0.91046,0.6,,
1319,0.86238,0.68889,,
1320,0.65941,0.78889,,
1321,0.7134,0.74444,,
1322,0.83446,0.72222,,
1323,0.99741,0.64444,,
1324,0.82193,0.72222,,
1325,0.90418,0.7,,
1326,0.74613,0.72222,,
1327,0.91269,0.68889,,
1328,0.69822,0.82222,,
1329,0.74766,0.68889,,
1330,0.60606,0.8,,
1331,0.86827,0.67778,,
1332,0.71477,0.74444,,
1333,0.77223,0.72222,,
1334,0.80012,0.75556,,
1335,0.85535,0.71111,,
1336,0.73134,0.72222,,
1337,0.89936,0.67778,,
1338,0.98996,0.62222,,
1339,0.82244,0.75556,,
1340,0.76249,0.73333,,
1341,0.77647,0.66667,,
1342,0.79894,0.72222,,
1343,0.91281,0.67778,,
1344,0.67235,0.77778,,
1345,0.80567,0.7,,
1346,0.88973,0.72222,,
1347,0.67882,0.75556,,
1348,0.91649,0.68889,,
1349,0.98658,0.64444,,
1350,0.92843,0.67778,,
1351,0.93033,0.6,,
1352,0.74168,0.72222,,
1353,0.8441,0.68889,,
1354,0.7561,0.74444,,
1355,0.79324,0.71111,,
1356,0.88825,0.72222,,
1357,0.79592,0.74444,,
1358,0.81914,0.68889,,
1359,0.73984,0.74444,,
1360,0.87706,0.66667,,
1361,0.71802,0.74444,,
1362,0.79619,0.7,,
1363,0.69617,0.78889,,
1364,0.6395,0.8,,
1365,0.74162,0.74444,,
1366,0.74242,0.75556,,
1367,0.80248,0.71111,,
1368,0.75405,0.72222,,
1369,0.83619,0.72222,,
1370,0.68524,0.74444,,
1371,0.88975,0.64444,,
1372,0.94797,0.62222,,
1373,0.81528,0.65556,,
1374,0.68839,0.74444,,
1375,0.78539,0.77778,,
1376,0.85911,0.7,,
1377,1.06522,0.56667,,
1378,0.70699,0.75556,,
1379,0.7292,0.77778,,
1380,0.71743,0.73333,,
1381,0.81447,0.73333,,
1382,0.6872,0.8,,
1383,0.77219,0.71111,,
1384,0.87238,0.65556,,
1385,0.75534,0.7,,
1386,0.77748,0.77778,,
1387,0.99397,0.65556,,
1388,0.85073,0.7,,
1389,0.76057,0.74444,,
1390,0.81869,0.67778,,
1391,0.6798,0.77778,,
1392,0.8743,0.63333,,
1393,0.90312,0.63333,,
1394,0.97905,0.66667,,
1395,0.84594,0.67778,,
1396,0.81584,0.73333,,
1397,0.79951,0.68889,,
1398,0.9226,0.66667,,
1399,0.79984,0.74444,,
1400,0.6927,0.8,0.76927,0.77778
1401,0.74249,0.72222,,
1402,0.82327,0.63333,,
1403,0.85502,0.68889,,
1404,0.73172,0.75556,,
1405,0.60673,0.8,,
1406,0.82419,0.72222,,
1407,0.49992,0.86667,,
1408,0.75007,0.75556,,
1409,0.78816,0.72222,,
1410,0.66589,0.75556,,
1411,0.5941,0.8,,
1412,0.87749,0.68889,,
1413,0.80957,0.71111,,
1414,0.79941,0.72222,,
1415,0.9771,0.64444,,
1416,0.796,0.68889,,
1417,0.90458,0.66667,,
1418,0.78356,0.68889,,
1419,0.79008,0.74444,,
1420,0.58918,0.85556,,
1421,0.98575,0.61111,,
1422,0.72077,0.73333,,
1423,0.81373,0.71111,,
1424,0.99251,0.6,,
1425,0.85336,0.67778,,
1426,0.68027,0.75556,,
1427,0.63384,0.77778,,
1428,0.93072,0.66667,,
1429,0.62683,0.78889,,
1430,0.69921,0.76667,,
1431,0.74066,0.71111,,
1432,0.94127,0.7,,
1433,0.71965,0.77778,,
1434,0.693,0.74444,,
1435,0.82485,0.75556,,
1436,0.73082,0.73333,,
1437,0.78866,0.71111,,
1438,0.71043,0.73333,,
1439,0.71916,0.73333,,
1440,0.91446,0.65556,,
1441,0.77265,0.72222,,
1442,0.82794,0.7,,
1443,0.70123,0.75556,,
1444,0.98746,0.64444,,
1445,0.90033,0.67778,,
1446,0.82653,0.7,,
1447,0.83402,0.71111,,
1448,0.88109,0.71111,,
1449,0.93304,0.67778,,
1450,0.94883,0.63333,,
1451,0.92352,0.67778,,
1452,0.7305,0.77778,,
1453,0.8187,0.7,,
1454,0.79003,0.66667,,
1455,0.84439,0.72222,,
1456,0.72532,0.7,,
1457,0.81016,0.7,,
1458,0.7108,0.76667,,
1459,0.74868,0.73333,,
1460,1.00681,0.63333,,
1461,0.68409,0.75556,,
1462,0.94443,0.66667,,
1463,0.8192,0.65556,,
1464,0.81379,0.73333,,
1465,0.78252,0.7,,
1466,0.7343,0.74444,,
1467,0.83027,0.72222,,
1468,0.82645,0.68889,,
1469,0.9173,0.63333,,
1470,0.60674,0.83333,,
1471,0.82566,0.71111,,
1472,0.78205,0.7,,
1473,0.80215,0.65556,,
1474,0.7069,0.76667,,
1475,0.83044,0.7,,
1476,0.7475,0.72222,,
1477,0.7316,0.77778,,
1478,0.66582,0.78889,,
1479,0.67072,0.81111,,
1480,0.77653,0.71111,,
1481,0.67027,0.78889,,
1482,0.77685,0.72222,,
1483,0.95815,0.61111,,
1484,0.71322,0.73333,,
1485,0.98928,0.6,,
1486,0.74731,0.75556,,
1487,0.87383,0.67778,,
1488,0.64711,0.76667,,
1489,0.84913,0.65556,,
1490,0.79373,0.68889,,
1491,0.95742,0.61111,,
1492,0.73343,0.72222,,
1493,0.95805,0.65556,,
1494,0.60429,0.78889,,
1495,0.73741,0.74444,,
1496,0.76355,0.75556,,
1497,0.61718,0.81111,,
1498,0.71976,0.77778,,
1499,0.5895,0.8,,
1500,0.81808,0.71111,0.85796,0.67778
1501,0.65941,0.75,,
